aegis_path,subsystem,aegis_lines,reference_counterpart,reference_lines,match_reason,parity_action
aegis/builtin_skills/db-migration/SKILL.md,skills-bundled,51,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/debugging/SKILL.md,skills-bundled,43,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/dependency-upgrade/SKILL.md,skills-bundled,46,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/devops/kanban-orchestrator/SKILL.md,skills-bundled,214,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/devops/kanban-worker/SKILL.md,skills-bundled,193,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/diagram/SKILL.md,skills-bundled,44,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/dockerize/SKILL.md,skills-bundled,68,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/docx/SKILL.md,skills-bundled,58,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/email-triage/SKILL.md,skills-bundled,25,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/expense-summary/SKILL.md,skills-bundled,25,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/frontend-design/SKILL.md,skills-bundled,51,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/github/SKILL.md,skills-bundled,34,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/github-actions/SKILL.md,skills-bundled,57,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/incident-response/SKILL.md,skills-bundled,43,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/kubernetes/SKILL.md,skills-bundled,75,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/llm-evaluation/SKILL.md,skills-bundled,47,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/media-processing/SKILL.md,skills-bundled,49,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/meeting-notes/SKILL.md,skills-bundled,26,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/pdf/SKILL.md,skills-bundled,28,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/performance-profiling/SKILL.md,skills-bundled,48,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/pptx/SKILL.md,skills-bundled,54,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/DESCRIPTION.md,skills-bundled,3,skills/productivity/DESCRIPTION.md,4,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/airtable/SKILL.md,skills-bundled,229,skills/productivity/airtable/SKILL.md,230,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/SKILL.md,skills-bundled,335,skills/productivity/google-workspace/SKILL.md,336,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/references/gmail-search-syntax.md,skills-bundled,63,skills/productivity/google-workspace/references/gmail-search-syntax.md,64,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/_aegis_home.py,skills-bundled,42,skills/ or optional-skills/ (no exact path),,skill content needs catalog mapping,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/google_api.py,skills-bundled,1225,skills/productivity/google-workspace/scripts/google_api.py,1226,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/gws_bridge.py,skills-bundled,111,skills/productivity/google-workspace/scripts/gws_bridge.py,112,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/setup.py,skills-bundled,481,skills/productivity/google-workspace/scripts/setup.py,482,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/maps/SKILL.md,skills-bundled,195,skills/productivity/maps/SKILL.md,196,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/maps/scripts/maps_client.py,skills-bundled,1297,skills/productivity/maps/scripts/maps_client.py,1298,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/nano-pdf/SKILL.md,skills-bundled,52,skills/productivity/nano-pdf/SKILL.md,53,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/notion/SKILL.md,skills-bundled,448,skills/productivity/notion/SKILL.md,449,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/notion/references/block-types.md,skills-bundled,112,skills/productivity/notion/references/block-types.md,113,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/DESCRIPTION.md,skills-bundled,3,skills/productivity/ocr-and-documents/DESCRIPTION.md,4,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/SKILL.md,skills-bundled,172,skills/productivity/ocr-and-documents/SKILL.md,173,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/scripts/extract_marker.py,skills-bundled,87,skills/productivity/ocr-and-documents/scripts/extract_marker.py,88,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/scripts/extract_pymupdf.py,skills-bundled,98,skills/productivity/ocr-and-documents/scripts/extract_pymupdf.py,99,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/LICENSE.txt,skills-bundled,30,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/builtin_skills/productivity/powerpoint/SKILL.md,skills-bundled,237,skills/productivity/powerpoint/SKILL.md,238,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/editing.md,skills-bundled,205,skills/productivity/powerpoint/editing.md,206,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/pptxgenjs.md,skills-bundled,420,skills/productivity/powerpoint/pptxgenjs.md,421,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/__init__.py,skills-bundled,0,skills/productivity/powerpoint/scripts/__init__.py,1,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/add_slide.py,skills-bundled,195,skills/productivity/powerpoint/scripts/add_slide.py,196,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/clean.py,skills-bundled,286,skills/productivity/powerpoint/scripts/clean.py,287,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/__init__.py,skills-bundled,0,skills/productivity/powerpoint/scripts/office/helpers/__init__.py,1,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/merge_runs.py,skills-bundled,199,skills/productivity/powerpoint/scripts/office/helpers/merge_runs.py,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/simplify_redlines.py,skills-bundled,197,skills/productivity/powerpoint/scripts/office/helpers/simplify_redlines.py,198,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/pack.py,skills-bundled,159,skills/productivity/powerpoint/scripts/office/pack.py,160,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/teams-meeting-pipeline/SKILL.md,skills-bundled,116,skills/productivity/teams-meeting-pipeline/SKILL.md,117,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/refactor/SKILL.md,skills-bundled,40,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/regex/SKILL.md,skills-bundled,47,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/research-report/SKILL.md,skills-bundled,26,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/security-audit/SKILL.md,skills-bundled,41,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/social-post/SKILL.md,skills-bundled,25,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/aegis-agent-skill-authoring/SKILL.md,skills-bundled,165,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/node-inspect-debugger/SKILL.md,skills-bundled,319,skills/software-development/node-inspect-debugger/SKILL.md,320,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/plan/SKILL.md,skills-bundled,338,skills/software-development/plan/SKILL.md,339,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/python-debugpy/SKILL.md,skills-bundled,375,skills/software-development/python-debugpy/SKILL.md,376,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/requesting-code-review/SKILL.md,skills-bundled,280,skills/software-development/requesting-code-review/SKILL.md,281,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/simplify-code/SKILL.md,skills-bundled,175,skills/software-development/simplify-code/SKILL.md,213,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/spike/SKILL.md,skills-bundled,197,skills/software-development/spike/SKILL.md,198,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/systematic-debugging/SKILL.md,skills-bundled,367,skills/software-development/systematic-debugging/SKILL.md,412,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/test-driven-development/SKILL.md,skills-bundled,343,skills/software-development/test-driven-development/SKILL.md,363,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/sql-database/SKILL.md,skills-bundled,54,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/standup-report/SKILL.md,skills-bundled,27,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/summarize/SKILL.md,skills-bundled,43,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/test-driven-development/SKILL.md,skills-bundled,37,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/ultracode/SKILL.md,skills-bundled,46,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/web-research/SKILL.md,skills-bundled,31,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/write-tests/SKILL.md,skills-bundled,41,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/writing-plans/SKILL.md,skills-bundled,42,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/xlsx/SKILL.md,skills-bundled,58,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/checkpoints.py,runtime-other,158,tools/checkpoint_manager.py + aegis_cli/checkpoints.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/__init__.py,cli,1,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/main.py,cli,3370,aegis_cli/main.py,13212,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/menu.py,cli,144,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/cli/repl.py,cli,2839,cli.py + aegis_cli/commands.py + aegis_cli/cli_commands_mixin.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/tui.py,cli,53,ui-tui/* + aegis_cli/main.py --tui,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/config.py,runtime-other,1130,aegis_cli/config.py + aegis_constants.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/constants.py,runtime-other,34,agent/pet/constants.py,168,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/context_refs.py,runtime-other,513,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/credentials.py,runtime-other,181,agent/credential_persistence.py + aegis_cli/auth.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cron.py,runtime-other,1521,cron/jobs.py + cron/scheduler.py + aegis_cli/cron.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/curator.py,runtime-other,966,agent/curator.py + aegis_cli/curator.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/daemon.py,runtime-other,332,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/dashboard.py,runtime-other,3090,aegis_cli/web_server.py + web/src pages,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/dashboard_fastapi.py,runtime-other,8614,aegis_cli/web_server.py,13078,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/dashboard_pty.py,runtime-other,122,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/desktop.py,runtime-other,542,aegis_cli/main.py desktop/gui + apps desktop,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/desktop_app/electron/api-proxy.cjs,runtime-other,64,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/api-proxy.test.cjs,runtime-other,35,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/backend-env.cjs,runtime-other,347,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/backend-env.test.cjs,runtime-other,353,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/backend-ready.cjs,runtime-other,72,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/backend-ready.test.cjs,runtime-other,48,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/boot.html,runtime-other,80,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/desktop_app/electron/desktop-lifecycle.cjs,runtime-other,120,apps desktop lifecycle/state surfaces,,Phase 12 desktop lifecycle template copy,Keep bundled lifecycle state machine in sync with source desktop and tests.
aegis/desktop_app/electron/desktop-lifecycle.test.cjs,runtime-other,87,apps desktop lifecycle/state tests,,Phase 12 desktop lifecycle template copy test,Keep bundled lifecycle contract tests in sync with source desktop tests.
aegis/desktop_app/electron/desktop-settings.cjs,runtime-other,135,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/desktop-settings.test.cjs,runtime-other,146,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/desktop-status.cjs,runtime-other,327,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/desktop-status.test.cjs,runtime-other,440,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/gateway-update-coordination.cjs,runtime-other,87,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/gateway-update-coordination.test.cjs,runtime-other,85,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/main-behavior.test.cjs,runtime-other,145,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/main.js,runtime-other,1172,,,bundled desktop template copy,Keep bundled Electron template in sync with desktop/electron and prove drift with tests.
aegis/desktop_app/electron/preload-app.js,runtime-other,37,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/desktop_app/electron/preload.js,runtime-other,11,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/desktop_app/electron/updater-status.cjs,runtime-other,196,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/updater-status.test.cjs,runtime-other,129,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/windows-user-env.cjs,runtime-other,50,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/electron/windows-user-env.test.cjs,runtime-other,29,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/launch.js,runtime-other,40,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/desktop_app/package-lock.json,runtime-other,5379,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/desktop_app/package.json,runtime-other,94,plugins/platforms/photon/sidecar/package.json,26,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/desktop_app/scripts/before-build.cjs,runtime-other,10,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/before-pack.cjs,runtime-other,52,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/before-pack.test.cjs,runtime-other,48,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/desktop-copy-drift.test.cjs,runtime-other,59,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/notarize-mac.cjs,runtime-other,68,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/notarize-mac.test.cjs,runtime-other,81,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/stage-backend.cjs,runtime-other,362,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/stage-backend.test.cjs,runtime-other,233,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/write-build-stamp.cjs,runtime-other,264,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/desktop_app/scripts/write-build-stamp.test.cjs,runtime-other,202,,,current AEGIS source path,Track source coverage in parity ledger.
aegis/display_config.py,runtime-other,103,gateway/display_config.py,263,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/doctor.py,runtime-other,392,aegis_cli/doctor.py,2335,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/evals.py,runtime-other,465,eval/benchmark scripts + tests (AEGIS has fewer direct equivalents),,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/eventbus.py,runtime-other,44,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/firstrun.py,runtime-other,100,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/__init__.py,gateway,6,gateway/__init__.py,36,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/base.py,gateway,743,gateway/platforms/base.py,5256,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/channels.py,gateway,1459,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/discord_channel.py,gateway,1010,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/email_channel.py,gateway,253,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/idempotency.py,gateway,169,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/matrix_channel.py,gateway,113,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/mattermost_channel.py,gateway,753,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/memory_monitor.py,gateway,38,gateway/memory_monitor.py,231,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/message_timestamps.py,gateway,137,gateway/message_timestamps.py,167,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/ntfy_channel.py,gateway,194,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/pairing.py,gateway,119,gateway/pairing.py + aegis_cli/pairing.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/queue.py,gateway,222,gateway/delivery.py + gateway/rich_sent_store.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/replies.py,gateway,51,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/runner.py,gateway,2079,gateway/run.py,17911,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/service.py,gateway,305,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/signal_channel.py,gateway,248,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/slack_channel.py,gateway,796,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gateway/status.py,gateway,138,gateway/status.py,1249,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/webhook_channel.py,gateway,1111,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/goals.py,runtime-other,163,agent goals + /goal command,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/governor.py,runtime-other,145,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/gstack.py,runtime-other,169,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/handoff.py,runtime-other,49,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/hooks.py,runtime-other,159,gateway/hooks.py,228,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/insights.py,runtime-other,228,agent/insights.py,922,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/kanban.py,runtime-other,940,plugins/kanban + tools/kanban_tools.py + aegis_cli/kanban*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/kanban_auto.py,runtime-other,243,plugins/kanban dispatcher + gateway/kanban_watchers.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/learn.py,runtime-other,214,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
aegis/lsp/__init__.py,lsp,30,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/lsp/client.py,lsp,167,agent/lsp/client.py,944,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
