aegis_path,subsystem,phase,status,evidence,notes
aegis/desktop_app/electron/backend-ready.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/boot.html,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/electron/desktop-lifecycle.cjs,runtime-other,phase-12-product,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,"Bundled lifecycle helper provides named states, event history, and crash history."
aegis/desktop_app/electron/desktop-lifecycle.test.cjs,runtime-other,phase-12-product,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Bundled lifecycle test is included in desktop template drift proof.
aegis/desktop_app/electron/desktop-settings.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/desktop-settings.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/desktop-status.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/desktop-status.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/gateway-update-coordination.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/gateway-update-coordination.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/main-behavior.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/main.js,runtime-other,phase-12-product,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Bundled Electron main process includes the same lifecycle transitions as source desktop.
aegis/desktop_app/electron/preload-app.js,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/electron/preload.js,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/electron/updater-status.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/updater-status.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/windows-user-env.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/electron/windows-user-env.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/launch.js,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/package-lock.json,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/package.json,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/desktop_app/scripts/before-build.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/before-pack.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/before-pack.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/desktop-copy-drift.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/notarize-mac.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/notarize-mac.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/stage-backend.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/stage-backend.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/write-build-stamp.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/desktop_app/scripts/write-build-stamp.test.cjs,runtime-other,phase-triage,complete,npm run test:desktop plus desktop-copy-drift tests cover the packaged Electron mirror under aegis/desktop_app.,Packaged desktop copy is intentionally tracked as source-mirror package data and kept in sync with /desktop.
aegis/display_config.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/doctor.py,runtime-other,phase-4-providers,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Provider probe now passes a bounded 1-30s timeout into the micro-completion.
aegis/evals.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/eventbus.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/firstrun.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/__init__.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/base.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/channels.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/discord_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/email_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/idempotency.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/matrix_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/mattermost_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/memory_monitor.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/message_timestamps.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/ntfy_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/pairing.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/queue.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/replies.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/runner.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/service.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/signal_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/slack_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/status.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/gateway/webhook_channel.py,gateway,phase-7-gateway,complete,"Gateway/channel parity verified by python -m pytest tests/test_gateway_inbound.py -q -> 85 passed, plus full scripts/verify_all.sh gate.",Final parity coverage row closed after phase implementation and verification gate.
aegis/goals.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/governor.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/gstack.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/handoff.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/hooks.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/insights.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/kanban.py,runtime-other,phase-8-automation,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/kanban_auto.py,runtime-other,phase-8-automation,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/learn.py,runtime-other,phase-9-memory-skills,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Learning/skill lifecycle safety covered by focused self-learning tests in Phase 9.
aegis/lsp/__init__.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/client.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/install.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/range_shift.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/servers.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/service.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/lsp/workspace.py,lsp,phase-triage,complete,"LSP/editor integration parity covered by Python full suite in scripts/verify_all.sh, including tests/test_lsp.py and compileall.",Final parity coverage row closed after phase implementation and verification gate.
aegis/marketplace.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/mcp/__init__.py,mcp,phase-10-extensions,complete,"MCP/extension parity verified by Python full suite in scripts/verify_all.sh, including MCP catalog/client/server tests.",Final parity coverage row closed after phase implementation and verification gate.
aegis/mcp/client.py,mcp,phase-10-extensions,complete,"MCP/extension parity verified by Python full suite in scripts/verify_all.sh, including MCP catalog/client/server tests.",MCP catalog/probe/tool-filter contract is surfaced in extension status and MCP page filters.
aegis/mcp/server.py,mcp,phase-10-extensions,complete,"MCP/extension parity verified by Python full suite in scripts/verify_all.sh, including MCP catalog/client/server tests.",MCP server ToolContext/session/memory/provider lifecycle tests are included in Phase 10 proof.
aegis/memory.py,runtime-other,phase-9-memory-skills,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Memory prompt-injection scanner is used by the skill quality report; existing memory rules remain covered by focused tests.
aegis/memory_providers.py,runtime-other,phase-9-memory-skills,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Focused memory provider tests passed as part of Phase 9 conformance proof.
aegis/model_meta.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/net_safety.py,runtime-other,phase-11-security,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Network URL checks feed policy-simulate SSRF/private-address decisions.
aegis/onboarding.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/ops.py,runtime-other,phase-11-security,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Security audit now returns structured redacted report data and Markdown rendering.
aegis/platforms/__init__.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/platforms/helpers.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/plugins.py,runtime-other,phase-10-extensions,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Plugin manifest traversal/version/load/contribution state feeds plugin_status and extension status.
aegis/profiles.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/provenance.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/__init__.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/anthropic.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/auth.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/base.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/chat_completions.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/codex_app_server.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/fallback.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/registry.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,"Provider matrix now exposes audio capability, credential status, cached last probe, last error, fallback chain, and probe metadata."
aegis/providers/responses.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/providers/schema.py,providers,phase-4-providers,complete,Provider/model/auth/probe parity verified by provider tests in scripts/verify_all.sh and Python 1568 passed.,Final parity coverage row closed after phase implementation and verification gate.
aegis/ratelimit.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/redact.py,runtime-other,phase-11-security,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,"Redaction helpers are used across audit reports, simulator input, gateway, debug, and tests."
aegis/repomap.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/responses_state.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/rpc.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/runs.py,runtime-other,phase-2-trace,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/sdk.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/secret_capture.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/security_scan.py,runtime-other,phase-11-security,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Command and content scanners feed audit and policy simulator reasons.
aegis/self_improve.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/semantic_index.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/server.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/session.py,runtime-other,phase-6-sessions,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Adds derived lineage graph payload with root/ancestors/current/children/descendants/edges/origin/warnings over existing parent_id metadata.
aegis/session_checks.py,runtime-other,phase-6-sessions,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,"Integrity report now detects cycles, bad lineage root/depth metadata, and stale/missing child_sessions backrefs; repair rebuilds safe child backrefs."
aegis/skill_bundles.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/skill_preprocessing.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/skills.py,runtime-other,phase-9-memory-skills,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Loader metadata is now surfaced through API/UI quality and provenance reports.
aegis/spec.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/static/dashboard.html,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/surface.py,runtime-other,phase-triage,complete,Shared runtime/dashboard/session/security/background surfaces verified by Python 1568 passed and compileall in scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/__init__.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/agentic.py,tools,phase-6-sessions,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Synchronous subagent sessions now persist parent_id and creator/origin metadata.
aegis/tools/aux_tools.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/backends.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/base.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Added safe Hermes-style tool metadata: source/source_path/manifest_id/toolset/schema_hash/handler_module/availability/env/auth/output/risk.
aegis/tools/browser.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/builtin.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/cloud.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/code_exec.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/code_search_tool.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/command_utils.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
aegis/tools/cronjob_tool.py,tools,phase-3-tools,complete,Tool registry/schema/provenance parity verified by tests/test_tool_schema_validation.py plus full scripts/verify_all.sh gate.,Final parity coverage row closed after phase implementation and verification gate.
