aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
aegis/lsp/servers.py,lsp,114,agent/lsp/servers.py,1041,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/lsp/service.py,lsp,168,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/lsp/workspace.py,lsp,90,agent/lsp/workspace.py,224,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/marketplace.py,runtime-other,803,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/mcp/__init__.py,mcp,24,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/mcp/client.py,mcp,768,tools/mcp_tool.py + hermes_cli/mcp.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/mcp/server.py,mcp,164,agent/transports/hermes_tools_mcp_server.py + hermes_cli/mcp.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/memory.py,runtime-other,935,tools/memory_tool.py + agent/memory_manager.py + agent/memory_provider.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/memory_providers.py,runtime-other,1389,agent/memory_provider.py + plugins/memory/*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/model_meta.py,runtime-other,198,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/net_safety.py,runtime-other,189,tools/tirith_security.py + browser/web safety checks,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/onboarding.py,runtime-other,1906,agent/onboarding.py + hermes_cli/setup.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/ops.py,runtime-other,149,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/platforms/__init__.py,runtime-other,32,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/platforms/helpers.py,runtime-other,758,gateway/platforms/helpers.py,279,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/plugins.py,runtime-other,1659,plugins/manager.py + hermes_cli/plugins.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/profiles.py,runtime-other,361,hermes_cli/profile.py + profile commands,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/provenance.py,runtime-other,122,acp_adapter/provenance.py,128,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/__init__.py,providers,14,providers/__init__.py,192,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/anthropic.py,providers,331,agent/transports/anthropic.py,252,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/auth.py,providers,795,hermes_cli/auth.py + agent/credential_*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/base.py,providers,179,providers/base.py,218,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/chat_completions.py,providers,233,agent/transports/chat_completions.py,738,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/codex_app_server.py,providers,501,agent/transports/codex_app_server.py,401,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/fallback.py,providers,255,hermes_cli/fallback.py + run_agent fallback_model/credential_pool,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/registry.py,providers,1418,hermes_cli/providers.py + hermes_cli/models.py + agent/transports/*,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/responses.py,providers,520,agent/codex_responses_adapter.py + agent/transports/codex.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/providers/schema.py,providers,33,tools/computer_use/schema.py,223,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/ratelimit.py,runtime-other,99,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/redact.py,runtime-other,94,agent/redact.py + tools/threat_patterns.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/repomap.py,runtime-other,254,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/responses_state.py,runtime-other,137,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/rpc.py,runtime-other,338,ACP/MCP/API server equivalents,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/runs.py,runtime-other,209,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/sdk.py,runtime-other,608,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/secret_capture.py,runtime-other,62,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/security_scan.py,runtime-other,368,hermes_cli/security.py + tools/threat_patterns.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/self_improve.py,runtime-other,172,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/semantic_index.py,runtime-other,193,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/server.py,runtime-other,6490,gateway/platforms/api_server.py + hermes_cli/proxy/API server docs,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/session.py,runtime-other,1309,hermes_state.py + tools/session_search_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/session_checks.py,runtime-other,752,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/skill_bundles.py,runtime-other,123,agent/skill_bundles.py + hermes_cli/bundles.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/skill_preprocessing.py,runtime-other,99,agent/skill_preprocessing.py,141,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/skills.py,runtime-other,802,tools/skills_tool.py + agent/skill_utils.py + agent/prompt_builder.py skills prompt,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/spec.py,runtime-other,208,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/static/dashboard.html,runtime-other,989,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/surface.py,runtime-other,1269,run_agent.py AIAgent entrypoints + gateway/session wrappers (no exact SurfaceRunner class),,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/__init__.py,tools,17,tools/__init__.py,26,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/agentic.py,tools,747,tools/delegate_tool.py,3189,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/aux_tools.py,tools,144,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/backends.py,tools,701,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/base.py,tools,191,tools/registry.py ToolEntry + model_tools dispatch contract,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/browser.py,tools,234,tools/browser_* + tools/browser_cdp_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/builtin.py,tools,1089,tools/file_tools.py + tools/terminal_tool.py + tools/web_tools.py + tools/todo_tool.py + tools/memory_tool.py + tools/skills_tool.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/cloud.py,tools,99,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/code_exec.py,tools,173,tools/code_execution_tool.py,1849,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/code_search_tool.py,tools,86,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/command_utils.py,tools,145,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/cronjob_tool.py,tools,503,tools/cronjob_tools.py + cron/jobs.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/devtools.py,tools,92,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/environments/__init__.py,tools,18,tools/environments/__init__.py,15,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/base.py,tools,343,tools/environments/base.py,896,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/daytona.py,tools,13,tools/environments/daytona.py,271,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/docker.py,tools,192,tools/environments/docker.py,1313,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/local.py,tools,258,tools/environments/local.py,833,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/modal.py,tools,62,tools/environments/modal.py,479,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/singularity.py,tools,69,tools/environments/singularity.py,266,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/environments/ssh.py,tools,71,tools/environments/ssh.py,376,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/extra_builtin.py,tools,488,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/file_safety.py,tools,225,agent/file_safety.py + tools/file_tools.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/file_state.py,tools,75,tools/file_state.py,333,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/fuzzy.py,tools,97,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/kanban_tool.py,tools,217,tools/kanban_tools.py + plugins/kanban,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/lsp.py,tools,93,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/permissions.py,tools,290,agent/tool_guardrails.py + tools/tirith_security.py + terminal approvals,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/process.py,tools,216,tools/process_tool via terminal/process registry,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/process_registry.py,tools,1366,tools/process_registry.py,2066,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/recall.py,tools,236,tools/session_search_tool.py,798,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/registry.py,tools,122,tools/registry.py + model_tools.py + toolsets.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/repomap_tool.py,tools,64,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/schema_validation.py,tools,242,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/skill_manage.py,tools,504,tools/skill_manager_tool.py,1234,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/state.py,tools,243,agent/pet/state.py,82,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tools/ui_verify.py,tools,176,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/tools/voice.py,tools,169,tools/tts_tool.py + transcription providers,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/tracing.py,runtime-other,404,agent/trajectory.py + hermes_state metadata + web logs/insights,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/trajectory.py,runtime-other,246,agent/trajectory.py,57,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/types.py,runtime-other,157,agent/transports/types.py,175,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/usage_log.py,runtime-other,158,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/util.py,runtime-other,133,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/webhook.py,runtime-other,817,gateway/platforms/webhook.py + hermes_cli/webhook.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
assets/banner.svg,repo-root,50,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
assets/logo.svg,repo-root,32,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
assets/onepager.html,repo-root,96,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
assets/runtime-loop.svg,repo-root,72,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
assets/system-map.svg,repo-root,88,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
assets/wordmark.svg,repo-root,20,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
benchmarks/fix-add/task.yaml,repo-root,17,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
benchmarks/implement-slugify/task.yaml,repo-root,19,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
desktop/README.md,desktop,102,desktop/gui docs + packaging docs,,Phase 12 desktop lifecycle docs update,Match Hermes desktop lifecycle/release proof while preserving Electron AEGIS shell.
desktop/electron/boot.html,desktop,81,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
desktop/electron/desktop-lifecycle.cjs,desktop,120,apps desktop lifecycle/state surfaces,,Phase 12 desktop lifecycle state machine,"Expose named desktop states, bounded event history, and crash history."
desktop/electron/desktop-lifecycle.test.cjs,desktop,87,apps desktop lifecycle/state tests,,Phase 12 desktop lifecycle contract test,"Verify lifecycle states, update/repair state, and bounded crash history."
desktop/electron/main-behavior.test.cjs,desktop,145,apps desktop main process tests,,Phase 12 desktop lifecycle behavior test,Keep main-process lifecycle wiring covered by desktop tests.
desktop/electron/main.js,desktop,1172,apps desktop main process lifecycle,,Phase 12 desktop lifecycle state wiring,"Expose Hermes-style desktop lifecycle states, crash history, repair/update state, and IPC diagnostics."
desktop/electron/preload-app.js,desktop,38,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
desktop/electron/preload.js,desktop,12,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
desktop/launch.js,desktop,41,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
desktop/package-lock.json,desktop,5380,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Match Hermes desktop lifecycle/release proof while preserving Electron AEGIS shell.
desktop/package.json,desktop,95,plugins/platforms/photon/sidecar/package.json,26,same basename,Match Hermes desktop lifecycle/release proof while preserving Electron AEGIS shell.
docs/DASHBOARD_INTERNAL_MAP.md,docs,63,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/api-routes.md,docs,236,website/docs/reference API route pages,,Phase 5 generated API route reference added after baseline map,Generated from FastAPI app route table; do not edit by hand.
docs/architecture.md,docs,108,website/docs/developer-guide/architecture.md,278,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/cli-reference.md,docs,74,website/docs/reference CLI pages,,Phase 5 generated CLI reference added after baseline map,Generated from argparse parser; do not edit by hand.
docs/cli.md,docs,127,website/docs/developer-guide/extending-the-cli.md,193,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/dashboard.md,docs,152,website/docs/user-guide/features/extending-the-dashboard.md,931,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/feature-parity-matrix.md,docs,306,website/docs/*,,Phase 13 release provenance matrix update,"Track release provenance, packaged backend smoke, and credential-bound signing proof."
docs/full-repo-audit.md,docs,867,website/docs/*,,Phase 13 audit update,Refresh historical audit follow-up for completed lifecycle/security/release provenance work.
docs/gateway.md,docs,87,docs/kanban/multi-gateway.md,40,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/hermes-code-map.csv,docs,943,website/docs/* + repo audit artifacts,,Phase 0 code-to-code map copied into repo after baseline map,Treat as the source checklist for no-missing-code parity work.
docs/hermes-parity-ledger.csv,docs,943,website/docs/* + repo audit artifacts,,Phase 0 parity ledger copied into repo after baseline map,Record phase evidence for every mapped source/text row.
docs/index.md,docs,103,website/docs/integrations/index.md,110,Phase 13 docs index update,Link current release proof status and remaining credential-bound evidence.
docs/install.md,docs,56,website/docs/getting-started/installation.md,158,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/mcp.md,docs,75,website/docs/guides/use-mcp-with-hermes.md,542,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/memory-skills.md,docs,75,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/plugins.md,docs,98,website/docs/user-guide/features/built-in-plugins.md,303,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/production-harness-plan.md,docs,363,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/providers.md,docs,152,website/docs/developer-guide/adding-providers.md,460,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/quickstart.md,docs,221,website/docs/getting-started/quickstart.md,391,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/sdk.md,docs,110,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/security.md,docs,34,website/docs/user-guide/security.md,679,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/serve.md,docs,64,website/docs/user-guide/features/api-server.md,504,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/slash-commands.md,docs,55,website/docs/reference slash command pages,,Phase 5 generated slash reference added after baseline map,Generated from SLASH_COMMANDS; do not edit by hand.
docs/tools-reference.md,docs,52,website/docs/reference tool pages,,Phase 5 generated tool reference added after baseline map,Generated from built-in tool registry metadata; do not edit by hand.
docs/tools.md,docs,123,website/docs/developer-guide/adding-tools.md,212,fuzzy docs topic match,Generate or update docs from source so CLI/API/surface docs cannot drift.
docs/tracing-evals.md,docs,83,website/docs/*,,write/generated docs parity needed,Generate or update docs from source so CLI/API/surface docs cannot drift.
examples/config.example.yaml,repo-root,44,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
examples/plugin_hello.py,repo-root,25,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
install.ps1,repo-root,91,scripts/install.ps1,3292,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
install.sh,repo-root,440,scripts/install.sh,2864,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
mkdocs.yml,repo-root,36,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
pyproject.toml,repo-root,72,pyproject.toml,384,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
scripts/build_web.sh,scripts,9,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
scripts/check_hermes_parity_ledger.py,scripts,250,release/CI parity audit scripts,,Phase 0 parity ledger checker added after baseline map,Keep the map-to-ledger coverage gate in verify_all and final audits.
scripts/check_web_dist.sh,scripts,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
scripts/generate_reference_docs.py,scripts,183,hermes_cli/main.py + hermes_cli/commands.py + hermes_cli/web_server.py docs generation,,Phase 5 generated docs parity script added after baseline map,"Generate CLI, slash-command, API-route, and tool docs from live code."
scripts/release_provenance.py,scripts,194,release artifact provenance/hash/SBOM scripts,,Phase 13 release provenance generator,"Generate and verify SHA256SUMS, CycloneDX-style artifact SBOM, and release summary."
scripts/run_tests.sh,scripts,31,scripts/run_tests.sh,80,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
scripts/verify_all.sh,scripts,43,CI/release verification scripts,,Phase 13 release provenance smoke,Run release-provenance generate/check smoke inside the full gate.
scripts/verify_e2e.py,scripts,360,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/app-path-routes-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/build-manifest.json,site,20,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/build-manifest.json,site,26,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/cache/next-devtools-config.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/fallback-build-manifest.json,site,13,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/package.json,site,3,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/dev/prerender-manifest.json,site,11,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/routes-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page.js,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page/build-manifest.json,site,22,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/app/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/[externals]__12if52y._.js,site,62,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/[externals]_next_dist_1mg6puk._.js,site,38,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/[root-of-the-server]__1cuh_w2._.js,site,444,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/[turbopack]_runtime.js,site,1752,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/_109tciv._.js,site,46,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/_next-internal_server_app_page_actions_0hhsz1j.js,site,7,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_0h91jdk._.js,site,313,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_1mjyqi-._.js,site,16009,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_0wpq8j3._.js,site,153,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_forbidden_0symwr9.js,site,36,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_global-error_0-o-goa.js,site,28,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_unauthorized_0l_sp0x.js,site,36,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_compiled_0d323sd._.js,site,5207,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_esm_12zii0n._.js,site,1587,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_esm_1_kobm0._.js,site,17347,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/chunks/ssr/node_modules_next_dist_server_route-modules_app-page_0qo_rmc._.js,site,48,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/interception-route-rewrite-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/middleware-build-manifest.js,site,27,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/middleware-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/next-font-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
